region,hemisphere,n_tests,n_significant,proportion_significant,mean_F,std_F,min_F,max_F,mean_p,std_p,min_p,max_p,mean_n,min_n,max_n
fusiform,lh,26,0,0.0,1.0977251064613578,0.8191493266746975,0.00460696201362285,2.734332178863806,0.38561740264165406,0.2386683211639857,0.09989027172014801,0.9459579727596499,192.0,192.0,192.0
fusiform,rh,26,0,0.0,1.2161125758806988,0.9560311420684189,0.2248917470996667,3.6347543667353275,0.3373343934684669,0.16310990667565853,0.05811831611815682,0.6358909338465997,192.0,192.0,192.0
parstriangularis,rh,26,0,0.0,0.20714146268967737,0.3179191400834427,0.002486384991925234,1.507466783594324,0.724408725263572,0.18254271681893897,0.22106926954805886,0.9602842523641731,192.0,192.0,192.0
parstriangularis,lh,26,0,0.0,0.7701997879384219,0.738246437699948,0.01056504061451746,3.341532239182568,0.472967563233548,0.23195657170521367,0.06914517503173293,0.9182426536652653,192.0,192.0,192.0
postcentral,lh,26,0,0.0,0.25765804109683466,0.32161438808054343,2.821323115581623e-05,1.3931248328878962,0.688126584661208,0.1974212897164907,0.23937730154655987,0.995767628149114,192.0,192.0,192.0
pericalcarine,lh,26,0,0.0,1.7850427764149364,0.9668667084185838,0.21076581195509186,3.6658309476069793,0.23464794786490786,0.15649866030316817,0.05706539767827168,0.646701020920039,192.0,192.0,192.0
posteriorcingulate,lh,26,0,0.0,0.5340527932017294,0.7013226050552622,0.004824158123639696,3.3863580422884616,0.5754140260939793,0.23936319740249803,0.06732296125120485,0.9447007439674291,192.0,192.0,192.0
posteriorcingulate,rh,26,0,0.0,0.6916764343364084,0.8432920648303249,4.943839332995437e-08,3.268594275529979,0.5431676242693784,0.2739341112935629,0.07222493370896078,0.9998228294201396,192.0,192.0,192.0
precentral,lh,26,0,0.0,0.47574318940630417,0.46015328551402257,0.0022622154839342435,1.6338299857429768,0.5705157890093777,0.21891575258925677,0.20275840122420197,0.9621154749234555,192.0,192.0,192.0
postcentral,rh,26,0,0.0,0.17442183441934297,0.2011847543783117,0.00013958809628741983,0.805732915348402,0.7364401001511932,0.17121079455167948,0.3705390480000963,0.9905860152344036,192.0,192.0,192.0
precentral,rh,26,0,0.0,0.40823899095908434,0.4397105177964558,1.2414379802367038e-06,1.9520044961846967,0.6060889992964859,0.2190759573756134,0.16402663160183312,0.9991121862175681,192.0,192.0,192.0
precuneus,lh,26,0,0.0,0.13822693591857893,0.21724285505871052,0.0002709931779893075,0.8967760280443032,0.7789852804815965,0.16794365163360628,0.3448697434911654,0.9868834712349923,192.0,192.0,192.0
rejected_images,lh,0,0,0.0,,,,,,,,,0.0,0.0,0.0
precuneus,rh,26,0,0.0,0.10060238106324865,0.10893813545442961,2.9240621581125e-05,0.5101058919213243,0.7905138621967063,0.1279232010036501,0.47598357263552704,0.9956912566202781,192.0,192.0,192.0
rejected_images,rh,0,0,0.0,,,,,,,,,0.0,0.0,0.0
rostralanteriorcingulate,rh,26,0,0.0,0.6468474979516562,0.751301237886948,0.002041501551738805,2.5641525085155275,0.5602937952617917,0.2845884748319056,0.11099906742439489,0.9640096744037875,192.0,192.0,192.0
rostralmiddlefrontal,lh,26,0,0.0,0.27864256396747467,0.22928159587907754,0.0025612990795856583,0.9596591440941137,0.6417160039363785,0.16012582229272046,0.32853843021920137,0.9596908860638008,192.0,192.0,192.0
rostralmiddlefrontal,rh,26,0,0.0,0.41448846949969453,0.33484074636400923,0.0004329886059879781,1.2092633522306533,0.5691340027067535,0.17147410027014748,0.2728917228677386,0.9834207002605302,192.0,192.0,192.0
subject,lh,0,0,0.0,,,,,,,,,0.0,0.0,0.0
subject,rh,0,0,0.0,,,,,,,,,0.0,0.0,0.0
superiorfrontal,lh,26,0,0.0,0.8101218231086086,0.6425634321165584,0.012787375396425974,2.7369394011533332,0.44045541211240036,0.20798040904859258,0.09972991313649512,0.9100874220986565,192.0,192.0,192.0
superiorfrontal,rh,26,0,0.0,0.1834216053899695,0.2824208537218079,0.00015723048198586464,0.9663149502735281,0.7552744646802582,0.19576809352590172,0.3268710585901876,0.9900088290913239,192.0,192.0,192.0
superiorparietal,lh,26,0,0.0,0.13068875422247814,0.17837565100783756,6.804782947372272e-05,0.7915893078984096,0.7762197618208586,0.15778182441755306,0.374763132751571,0.9934270301020082,192.0,192.0,192.0
superiorparietal,rh,26,0,0.0,0.14898538838354522,0.16384482984440918,5.214567758070628e-05,0.7064235335787519,0.7533599798516868,0.15971600007056794,0.40170704686129266,0.9942460667481585,192.0,192.0,192.0
superiortemporal,lh,26,0,0.0,0.5232371421437508,0.3729350861622465,0.00011323790556302406,1.4803628553368833,0.5200419948617648,0.18095652035503965,0.22525115962066405,0.9915209512838378,192.0,192.0,192.0
superiortemporal,rh,26,0,0.0,0.30861223923706455,0.3463493087371126,4.680331468120449e-06,1.6034609572571796,0.6478752726735599,0.19375771252823332,0.20698854539242248,0.9982761581413121,192.0,192.0,192.0
supramarginal,lh,26,0,0.0,0.1305396339907481,0.1373982200415206,0.0004876061802233199,0.4330163784524173,0.7570311483219215,0.13271068471727587,0.511321822455653,0.9824062435499219,192.0,192.0,192.0
supramarginal,rh,26,0,0.0,0.840647719917603,0.7759917855689014,0.07668937402501488,3.3631097460926025,0.43173402571176067,0.18252122815629698,0.06826147632149615,0.7821409040591354,192.0,192.0,192.0
temporalpole,lh,26,0,0.0,0.5687742536618413,0.6728654174807119,0.000815959804647583,2.336118554662015,0.5725731594838206,0.26106259176019025,0.12809389807653146,0.977241980476258,192.0,192.0,192.0
temporalpole,rh,26,0,0.0,0.3938247089175869,0.6667855696378834,0.0008148812003618561,3.307991108888753,0.6495124206017133,0.22978433064612053,0.07054344051574936,0.9772570230725509,192.0,192.0,192.0
transversetemporal,lh,26,0,0.0,0.2764201575196919,0.32862018411726557,0.000657797176475274,1.1212212264099826,0.6792013339459709,0.20592755241039792,0.2910214785387289,0.9795658021634709,192.0,192.0,192.0
transversetemporal,rh,26,0,0.0,0.2177243794803331,0.38291467958455877,0.00022534644622267778,1.6131908033729516,0.7575757427364631,0.22443999367912063,0.20562194978877196,0.9880389745256559,192.0,192.0,192.0
visit,lh,0,0,0.0,,,,,,,,,0.0,0.0,0.0
visit,rh,0,0,0.0,,,,,,,,,0.0,0.0,0.0
